LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
13159914	True	[]	False	False	['1790']	['1790', '1790']	1790	In a large room French aristocrats crowd across a table from Pitt who is taking money while handing a pen to the man opposite who holds a crown in his left arm as he throws coins toward Pitt's grasping hand. Above Pitt stands George III behind podium, gavel in one hand and another crown extended toward one of the many bidders shouting comments and prices. The King calls out, "This is a lot, gentlemen, of superior brilliancy to the last. This, this raises you above your fellows in a very high degree indeed. I pity your distresses from my soul, what, what, what was that you were saying about jewels, Madames, too high. You may ride over the necks of half the nation with this upon your coach. You may get in debt as fast as you please and never pay. Mind that gentlemen, never pay." The Queen walks up a ladder behind the King to retrieve more crowns from the shelves behind the King's podium, turning her head to say, "Pay some attention to that Lady's jewels, my love."
13173185	True	[]	False	False	['1791', '1791']	['1791', '1791']	1791	The interior of barber shop: On the left a man stands before a mirror, face contorted as he wipes his jaw, unaware of the boy behind him pointing and laughing at him as he holds the man's pigtail in his hand.  Another customer is shown in the center seated on a chair, the barber behind him about to cut off his pigtail as well. The third man sits in a chair on the right, reading a newspaper; his lower head is also shorn of its pigtail.  The room show other customers as well as stands for wigs.  Above the door on the right hangs a sign "R. Crop'em, hair dresser", a second sign beneath reads "Shave for a penny. Crop for two penny."  Through the window on the left in the back, is a display of ladies' hats.
13173311	True	[]	False	False	['1794', '1794']	['1794', '1794']	1794	Three mad persons look out the small windows of their cells. The man on the left wears a makeshift crown and grins out at the horrified couple who looks in. Above his cell is written "You lie, you mad dog, I am as hones a woman as any Parson's wife in London!" And futher below, "You are a cuckold." The two men on the right look at the two scowling women in their cells in horror.
13173600	True	[]	False	False	['1794']	['1794', '1794']	1794	A satire, divided into quarters, with four small scenes of different episodes of persons trying to collect their Christmas boxes.  In the first square in the upper left, a plump supplicant in an apron holds out his hat to a scowling-faced man with a kerchief tied over his hat and a walking stick under his arm as they meet in a road outside a building with a lamp.  Behind him on the wall is a sign posted "Miser'. In response to the request, the miser says "Give you a Christmass box. Curse you don't I pay you for your meat."  On the top row, right, a thin man (a grave digger?) with a pipe in his mouth, bows to an obese clergyman, with a fat dog at his heel, as they stand in the graveyard of a church. The gravedigger asks, "Most worthy Parson give me a Christmass box." The Parson replies, "Give you a halter you rascal. What should I give you a Christmass box for." In the lower left, clergyman shakes his walking stick at a surprised man who is carrying a large box on his back and secured with a strap over his forehead. The clergyman says to the laborer, "If you ever ask me for a Christmass box again, I'll physic you to death." They are standing in front of building with a lantern and sign that reads "Gargle Apothycary." The fourth square, lower right, shows old, hag-faced woman with a hat and muff standing in a parlor as she slaps the face of an astonished footman. She tells him, "Take that you saucy rascal for a Xmass box!"  He replies, "What's that for. I did not want a box on the ear, not I."
13173625	True	[]	True	True	['1795']	['1795', '1795']	1795	"Satire on servants; a scene in a pantry with a liveried servant retreating in horror from a stout woman, probably a cook; he holds his hand to his face which sports two black eyes and she, scowling in fury, extends her right fist."--British Museum online catalogue.
13173690	True	[]	False	False	['1796']	['1796', '1796', '1796']	1796	A large black woman, smiling in her sleep, lies in a bed surrounded by bedcurtains. She wears a cap and earrings, and her large breasts hang out over her nightclothes.  A thin old, white man also in nightclothes and a night cap ogles her by the candlelight from the candlestick he holds in his right hand.
13173729	True	[]	False	False	['1797']	['1797', '1797']	1797	An old man sits outdoors in an upholstered chair, looking through a telescope which is pointed up left to a black woman standing on a cliff with her dress pulled up and her large derrière bared. A dog sits by the man's chair with a similar look on its face as it too looks up at the woman.
13201520	False	[]	True	True	[]	[]	0000	"A head of Wellington in profile to the left, composed of military emblems. The hair is made of laurel leaves; covering the forehead is a flag with a lion rampant and the words 'Vittoria | Salamanca | Waterloo'. The eye is the muzzle of a cannon, with bayonets (for eyebrow), and sabre. The nose is a part of a tent, a fold forming a nostril. Below this is a tiny sentry-box and sentry, resting on a projecting lip, which, with the chin, cheek, and jaw is formed of masonry, from which, at the mouth, two small guns project. The side of the face is partly covered by a Union flag, with spears and a drum for ear, a sabre for the contour of the jaw. Over the Duke's military uniform is draped the gold-embroidered gown of the Chancellor of the Exchequer"--British Museum online catalogue.
13201842	False	[]	False	False	['1829']	['1829', '1829']	1829	Wellington stands full-length in profile to the left, dressed as the driver of a mail-coach, holding his whip in his left hand. His (gloved) right hand touches the broad brim of his hat. He wears a triple-caped greatcoat, tight at the waist, over tightly strapped white trousers, and is smart and erect. The speech-balloon above his head reads, "While I hold the Reins (your Honnor) I'll drive against all Opposition!!!"
13201921	True	[]	False	False	['1832']	['1829', '1832']	1832	Queen Adelaide, side-saddle on a horse with a man's face, Lord Grey, using spurs and a riding crop to press him into the 'Slough of Despond', joining other politicians including Wellington. Grey says, " Don't drive so hard; you will worry me to death." A signpost 'To Reform' points the other way. A group behind her cry, "Go it, Addy, push him on, don't let him make any, without he first makes us."
13260095	False	[]	False	False	['1834']	['1834', '1834']	1834	An walrus, a fish, and a turtle posed standing on a shore, leaning on canes and crutches and adorned with ribbons around their chests.
13264512	True	['2010,7081.3219']	False	False	['1787']	['1782', '1787']	1787	Two young women, attired in low-cut, fine dresses, their veils pulled back over their hair exposing their pretty, young faces, sit in a semi-embrace on a blue loveseat in a garden, one looking lovingly into the eyes of the other with her hand posed to encircle her companion. The other, wearing red shoes, with a rosary at her waist, looks down toward the low neckline of the first. Standing next to them is a rotund Catholic monk in brown robes. He points to the two women while with a mischievous smile he looks to the viewer. Below him is the caption: "The Scene delightful, Beauty here, what then! Ah, Benedicite! Men are but Men." The women speak: "We live recluse and are believed religious, We but dissemble for our Lusts prodigious."
